County,District,Budget Type/Operating Group,Concat,Year,Total Spend,Avg Number Students,Avg Spend per Student
MONMOUTH,DEAL BORO,"I. K-12|K-8,0-400","MONMOUTHDEAL BOROI. K-12|K-8,0-400",2012,3675444,136.2,26981
MONMOUTH,EATONTOWN BORO,"E. K-8|K-8,751+","MONMOUTHEATONTOWN BOROE. K-8|K-8,751+",2012,21297807,1056.5,20160
MONMOUTH,FAIR HAVEN BORO,"E. K-8|K-8,751+","MONMOUTHFAIR HAVEN BOROE. K-8|K-8,751+",2012,14160676,1025.2,13813
MONMOUTH,FARMINGDALE BORO,"C. K-8|K-8,0-400","MONMOUTHFARMINGDALE BOROC. K-8|K-8,0-400",2012,2510297,154.1,16291
MONMOUTH,FREEHOLD BORO,"E. K-8|K-8,751+","MONMOUTHFREEHOLD BOROE. K-8|K-8,751+",2012,22060903,1490.8,14798
MONMOUTH,FREEHOLD REGIONAL,"G. G9-12|7-12,9-12","MONMOUTHFREEHOLD REGIONALG. G9-12|7-12,9-12",2012,185629144,11230.3,16529
MONMOUTH,FREEHOLD TWP,"E. K-8|K-8,751+","MONMOUTHFREEHOLD TWPE. K-8|K-8,751+",2012,70431499,4299.5,16381
MONMOUTH,HAZLET TWP,"M. K-12|K-12,1800-3500","MONMOUTHHAZLET TWPM. K-12|K-12,1800-3500",2012,51595829,3214.5,16051
MONMOUTH,HENRY HUDSON REGIONAL,"F. G7-12|7-12,9-12","MONMOUTHHENRY HUDSON REGIONALF. G7-12|7-12,9-12",2012,9630637,368.4,26142
MONMOUTH,HIGHLANDS BORO,A. K-6|K-6,MONMOUTHHIGHLANDS BOROA. K-6|K-6,2012,4068600,195.1,20849
MONMOUTH,HOLMDEL TWP,"M. K-12|K-12,1800-3500","MONMOUTHHOLMDEL TWPM. K-12|K-12,1800-3500",2012,60278855,3183.6,18934
MONMOUTH,HOPE ACADEMY CHARTER SCHOOL,O. CHARTER,MONMOUTHHOPE ACADEMY CHARTER SCHOOLO. CHARTER,2012,3793617,199.5,19016
MONMOUTH,HOWELL TWP,"E. K-8|K-8,751+","MONMOUTHHOWELL TWPE. K-8|K-8,751+",2012,114752101,6555.7,17504
MONMOUTH,KEANSBURG BORO,"L. K-12|K-12,0-1800","MONMOUTHKEANSBURG BOROL. K-12|K-12,0-1800",2012,44051713,1695.4,25984
MONMOUTH,KEYPORT BORO,"L. K-12|K-12,0-1800","MONMOUTHKEYPORT BOROL. K-12|K-12,0-1800",2012,20468237,1135.5,18027
MONMOUTH,LITTLE SILVER BORO,"E. K-8|K-8,751+","MONMOUTHLITTLE SILVER BOROE. K-8|K-8,751+",2012,13074003,811.9,16104
MONMOUTH,LONG BRANCH CITY,"N. K-12|K-12,3500+","MONMOUTHLONG BRANCH CITYN. K-12|K-12,3500+",2012,113107118,5389.3,20987
MONMOUTH,MANALAPAN-ENGLISHTOWN REG,"E. K-8|K-8,751+","MONMOUTHMANALAPAN-ENGLISHTOWN REGE. K-8|K-8,751+",2012,81148002,5220.1,15545
MONMOUTH,MANASQUAN BORO,"L. K-12|K-12,0-1800","MONMOUTHMANASQUAN BOROL. K-12|K-12,0-1800",2012,26991385,1676.6,16099
MONMOUTH,MARLBORO TWP,"E. K-8|K-8,751+","MONMOUTHMARLBORO TWPE. K-8|K-8,751+",2012,84918489,5644.6,15044
MONMOUTH,MATAWAN-ABERDEEN REGIONAL,"N. K-12|K-12,3500+","MONMOUTHMATAWAN-ABERDEEN REGIONALN. K-12|K-12,3500+",2012,63682430,3917.7,16255
MONMOUTH,MIDDLETOWN TWP,"N. K-12|K-12,3500+","MONMOUTHMIDDLETOWN TWPN. K-12|K-12,3500+",2012,162616073,10187.4,15962
MONMOUTH,MILLSTONE TWP,"K. K-12|K-8,751+","MONMOUTHMILLSTONE TWPK. K-12|K-8,751+",2012,37927242,2118.7,17901
MONMOUTH,MONMOUTH BEACH BORO,"C. K-8|K-8,0-400","MONMOUTHMONMOUTH BEACH BOROC. K-8|K-8,0-400",2012,4346010,314.7,13810
MONMOUTH,MONMOUTH CO VOCATIONAL,Q. COUNTY VOC,MONMOUTHMONMOUTH CO VOCATIONALQ. COUNTY VOC,2012,46294139,2163.8,21395
MONMOUTH,MONMOUTH REGIONAL,"G. G9-12|7-12,9-12","MONMOUTHMONMOUTH REGIONALG. G9-12|7-12,9-12",2012,26563870,1016.5,26133
MONMOUTH,NEPTUNE CITY,"I. K-12|K-8,0-400","MONMOUTHNEPTUNE CITYI. K-12|K-8,0-400",2012,8738268,571.7,15286
MONMOUTH,NEPTUNE TWP,"N. K-12|K-12,3500+","MONMOUTHNEPTUNE TWPN. K-12|K-12,3500+",2012,103496980,4485.7,23073
MONMOUTH,OCEAN TWP,"N. K-12|K-12,3500+","MONMOUTHOCEAN TWPN. K-12|K-12,3500+",2012,73717423,3980.7,18519
MONMOUTH,OCEANPORT BORO,"D. K-8|K-8,401-750","MONMOUTHOCEANPORT BOROD. K-8|K-8,401-750",2012,10393193,649.3,16006
MONMOUTH,RED BANK BORO,"E. K-8|K-8,751+","MONMOUTHRED BANK BOROE. K-8|K-8,751+",2012,19459109,1156.2,16830
MONMOUTH,RED BANK CHARTER SCHOOL,O. CHARTER,MONMOUTHRED BANK CHARTER SCHOOLO. CHARTER,2012,2951204,174.1,16951
MONMOUTH,RED BANK REGIONAL,"G. G9-12|7-12,9-12","MONMOUTHRED BANK REGIONALG. G9-12|7-12,9-12",2012,28149613,1166.4,24133
MONMOUTH,ROOSEVELT BORO,H. K-12|K-6,MONMOUTHROOSEVELT BOROH. K-12|K-6,2012,2436382,153.2,15904
MONMOUTH,RUMSON BORO,"E. K-8|K-8,751+","MONMOUTHRUMSON BOROE. K-8|K-8,751+",2012,15846639,999.5,15855
MONMOUTH,RUMSON-FAIR HAVEN REG,"G. G9-12|7-12,9-12","MONMOUTHRUMSON-FAIR HAVEN REGG. G9-12|7-12,9-12",2012,18400375,915.9,20089
MONMOUTH,SEA GIRT BORO,"I. K-12|K-8,0-400","MONMOUTHSEA GIRT BOROI. K-12|K-8,0-400",2012,4608012,225.4,20440
MONMOUTH,SHORE REGIONAL,"G. G9-12|7-12,9-12","MONMOUTHSHORE REGIONALG. G9-12|7-12,9-12",2012,16461815,667.7,24656
MONMOUTH,SHREWSBURY BORO,"D. K-8|K-8,401-750","MONMOUTHSHREWSBURY BOROD. K-8|K-8,401-750",2012,8341509,486.1,17161
MONMOUTH,SPRING LAKE BORO,"I. K-12|K-8,0-400","MONMOUTHSPRING LAKE BOROI. K-12|K-8,0-400",2012,6896501,333,20710
MONMOUTH,SPRING LAKE HEIGHTS BORO,"I. K-12|K-8,0-400","MONMOUTHSPRING LAKE HEIGHTS BOROI. K-12|K-8,0-400",2012,8440115,497.9,16952
MONMOUTH,TINTON FALLS,"E. K-8|K-8,751+","MONMOUTHTINTON FALLSE. K-8|K-8,751+",2012,26824869,1562.6,17167
MONMOUTH,UNION BEACH,"J. K-12|K-8,401-750","MONMOUTHUNION BEACHJ. K-12|K-8,401-750",2012,17330890,1064.3,16283
MONMOUTH,UPPER FREEHOLD REGIONAL,"M. K-12|K-12,1800-3500","MONMOUTHUPPER FREEHOLD REGIONALM. K-12|K-12,1800-3500",2012,40556273,2346.7,17282
MONMOUTH,WALL TWP,"N. K-12|K-12,3500+","MONMOUTHWALL TWPN. K-12|K-12,3500+",2012,69136268,3972.8,17402
MONMOUTH,WEST LONG BRANCH BORO,"D. K-8|K-8,401-750","MONMOUTHWEST LONG BRANCH BOROD. K-8|K-8,401-750",2012,11102569,606.6,18302
MORRIS,BOONTON TOWN,"L. K-12|K-12,0-1800","MORRISBOONTON TOWNL. K-12|K-12,0-1800",2012,26825281,1303.2,20584
MORRIS,BOONTON TWP,"J. K-12|K-8,401-750","MORRISBOONTON TWPJ. K-12|K-8,401-750",2012,12781948,765,16708
MORRIS,BUTLER BORO,"L. K-12|K-12,0-1800","MORRISBUTLER BOROL. K-12|K-12,0-1800",2012,21811267,1145,19050
MORRIS,CHESTER TWP,"E. K-8|K-8,751+","MORRISCHESTER TWPE. K-8|K-8,751+",2012,23198665,1317.7,17606
MORRIS,DENVILLE TWP,"E. K-8|K-8,751+","MORRISDENVILLE TWPE. K-8|K-8,751+",2012,28307518,1807,15665
MORRIS,DOVER TOWN,"M. K-12|K-12,1800-3500","MORRISDOVER TOWNM. K-12|K-12,1800-3500",2012,47928754,2955.1,16219
MORRIS,EAST HANOVER TWP,"E. K-8|K-8,751+","MORRISEAST HANOVER TWPE. K-8|K-8,751+",2012,19808808,1125.3,17604
MORRIS,FLORHAM PARK BORO,"E. K-8|K-8,751+","MORRISFLORHAM PARK BOROE. K-8|K-8,751+",2012,18038125,1022.8,17635
MORRIS,HANOVER PARK REGIONAL,"G. G9-12|7-12,9-12","MORRISHANOVER PARK REGIONALG. G9-12|7-12,9-12",2012,32709421,1518.6,21539
MORRIS,HANOVER TWP,"E. K-8|K-8,751+","MORRISHANOVER TWPE. K-8|K-8,751+",2012,24659003,1502.4,16414
MORRIS,HARDING TOWNSHIP,"I. K-12|K-8,0-400","MORRISHARDING TOWNSHIPI. K-12|K-8,0-400",2012,10363086,452.1,22921
MORRIS,JEFFERSON TWP,"M. K-12|K-12,1800-3500","MORRISJEFFERSON TWPM. K-12|K-12,1800-3500",2012,61138226,3487.1,17533
MORRIS,KINNELON BORO,"M. K-12|K-12,1800-3500","MORRISKINNELON BOROM. K-12|K-12,1800-3500",2012,38429056,2178.9,17637
MORRIS,LINCOLN PARK BORO,"K. K-12|K-8,751+","MORRISLINCOLN PARK BOROK. K-12|K-8,751+",2012,20542979,1178.4,17433
MORRIS,LONG HILL TWP,"E. K-8|K-8,751+","MORRISLONG HILL TWPE. K-8|K-8,751+",2012,17045530,929.8,18333
MORRIS,MADISON BORO,"M. K-12|K-12,1800-3500","MORRISMADISON BOROM. K-12|K-12,1800-3500",2012,41307738,2462.2,16777
MORRIS,MENDHAM BORO,"D. K-8|K-8,401-750","MORRISMENDHAM BOROD. K-8|K-8,401-750",2012,10871989,672,16179
MORRIS,MENDHAM TWP,"D. K-8|K-8,401-750","MORRISMENDHAM TWPD. K-8|K-8,401-750",2012,17560824,805.7,21796
MORRIS,MINE HILL TWP,H. K-12|K-6,MORRISMINE HILL TWPH. K-12|K-6,2012,10034772,637.2,15749
MORRIS,MONTVILLE TWP,"N. K-12|K-12,3500+","MORRISMONTVILLE TWPN. K-12|K-12,3500+",2012,70375778,4183,16824
MORRIS,MORRIS COUNTY VOCATIONAL,Q. COUNTY VOC,MORRISMORRIS COUNTY VOCATIONALQ. COUNTY VOC,2012,19258349,942.7,20430
MORRIS,MORRIS HILLS REGIONAL,"G. G9-12|7-12,9-12","MORRISMORRIS HILLS REGIONALG. G9-12|7-12,9-12",2012,63339344,2802.4,22602
MORRIS,MORRIS PLAINS BORO,"J. K-12|K-8,401-750","MORRISMORRIS PLAINS BOROJ. K-12|K-8,401-750",2012,15898621,871.5,18243
MORRIS,MORRIS SCHOOL DISTRICT,"N. K-12|K-12,3500+","MORRISMORRIS SCHOOL DISTRICTN. K-12|K-12,3500+",2012,98590661,5029.2,19604
MORRIS,MOUNT ARLINGTON BORO,"I. K-12|K-8,0-400","MORRISMOUNT ARLINGTON BOROI. K-12|K-8,0-400",2012,10368922,551.9,18787
MORRIS,MOUNT OLIVE TWP,"N. K-12|K-12,3500+","MORRISMOUNT OLIVE TWPN. K-12|K-12,3500+",2012,86639392,4774.2,18147
MORRIS,MOUNTAIN LAKES BORO,"L. K-12|K-12,0-1800","MORRISMOUNTAIN LAKES BOROL. K-12|K-12,0-1800",2012,37483612,1635.6,22918
MORRIS,NETCONG BORO,"C. K-8|K-8,0-400","MORRISNETCONG BOROC. K-8|K-8,0-400",2012,4552170,284.4,16009
MORRIS,PARSIPPANY-TROY HILLS TWP,"N. K-12|K-12,3500+","MORRISPARSIPPANY-TROY HILLS TWPN. K-12|K-12,3500+",2012,137631578,7368.3,18679
MORRIS,PEQUANNOCK TWP,"M. K-12|K-12,1800-3500","MORRISPEQUANNOCK TWPM. K-12|K-12,1800-3500",2012,38683040,2292.4,16874
MORRIS,RANDOLPH TWP,"N. K-12|K-12,3500+","MORRISRANDOLPH TWPN. K-12|K-12,3500+",2012,91408937,5276.2,17325
MORRIS,RIVERDALE BORO,"I. K-12|K-8,0-400","MORRISRIVERDALE BOROI. K-12|K-8,0-400",2012,7462410,450.5,16564
MORRIS,ROCKAWAY BORO,"D. K-8|K-8,401-750","MORRISROCKAWAY BOROD. K-8|K-8,401-750",2012,8517198,663,12846
MORRIS,ROCKAWAY TWP,"E. K-8|K-8,751+","MORRISROCKAWAY TWPE. K-8|K-8,751+",2012,46722923,2507,18637
MORRIS,ROXBURY TWP,"N. K-12|K-12,3500+","MORRISROXBURY TWPN. K-12|K-12,3500+",2012,72057091,4093.6,17602
MORRIS,SCH DIST OF THE CHATHAMS,"N. K-12|K-12,3500+","MORRISSCH DIST OF THE CHATHAMSN. K-12|K-12,3500+",2012,64560859,4102.1,15738
MORRIS,UNITY CHARTER SCHOOL,O. CHARTER,MORRISUNITY CHARTER SCHOOLO. CHARTER,2012,2463766,178.9,13772
MORRIS,WASHINGTON TWP,"E. K-8|K-8,751+","MORRISWASHINGTON TWPE. K-8|K-8,751+",2012,45686780,2564.3,17816
MORRIS,WEST MORRIS REGIONAL,"G. G9-12|7-12,9-12","MORRISWEST MORRIS REGIONALG. G9-12|7-12,9-12",2012,50969746,2771.5,18391
MORRIS,WHARTON BORO,"E. K-8|K-8,751+","MORRISWHARTON BOROE. K-8|K-8,751+",2012,13440660,839.8,16004
OCEAN,BARNEGAT TWP,"M. K-12|K-12,1800-3500","OCEANBARNEGAT TWPM. K-12|K-12,1800-3500",2012,57901112,3230.4,17924
OCEAN,BAY HEAD BORO,"I. K-12|K-8,0-400","OCEANBAY HEAD BOROI. K-12|K-8,0-400",2012,3484563,176.7,19718
OCEAN,BEACH HAVEN BORO,A. K-6|K-6,OCEANBEACH HAVEN BOROA. K-6|K-6,2012,1482655,63.5,23353
OCEAN,BERKELEY TWP,A. K-6|K-6,OCEANBERKELEY TWPA. K-6|K-6,2012,33987187,2032.6,16721
OCEAN,BRICK TWP,"N. K-12|K-12,3500+","OCEANBRICK TWPN. K-12|K-12,3500+",2012,157283319,9928.1,15842
OCEAN,CENTRAL REGIONAL,"F. G7-12|7-12,9-12","OCEANCENTRAL REGIONALF. G7-12|7-12,9-12",2012,35612658,1981.6,17971
OCEAN,EAGLESWOOD TWP,A. K-6|K-6,OCEANEAGLESWOOD TWPA. K-6|K-6,2012,2502829,145.3,17230
OCEAN,ISLAND HEIGHTS BORO,A. K-6|K-6,OCEANISLAND HEIGHTS BOROA. K-6|K-6,2012,2076238,111,18700
OCEAN,JACKSON TWP,"N. K-12|K-12,3500+","OCEANJACKSON TWPN. K-12|K-12,3500+",2012,144835342,9490.2,15261
OCEAN,LACEY TWP,"N. K-12|K-12,3500+","OCEANLACEY TWPN. K-12|K-12,3500+",2012,76261538,4642.7,16426
OCEAN,LAKEHURST BORO,"I. K-12|K-8,0-400","OCEANLAKEHURST BOROI. K-12|K-8,0-400",2012,,,
OCEAN,LAKEWOOD TWP,"N. K-12|K-12,3500+","OCEANLAKEWOOD TWPN. K-12|K-12,3500+",2012,128833931,5475.8,23528
OCEAN,LAVALLETTE BORO,"I. K-12|K-8,0-400","OCEANLAVALLETTE BOROI. K-12|K-8,0-400",2012,4243407,225.6,18808
OCEAN,LITTLE EGG HARBOR TWP,A. K-6|K-6,OCEANLITTLE EGG HARBOR TWPA. K-6|K-6,2012,29425258,1809.4,16262
OCEAN,LONG BEACH ISLAND,A. K-6|K-6,OCEANLONG BEACH ISLANDA. K-6|K-6,2012,6246373,245.9,25400
OCEAN,MANCHESTER TWP,"M. K-12|K-12,1800-3500","OCEANMANCHESTER TWPM. K-12|K-12,1800-3500",2012,55650184,3110.2,17893
OCEAN,OCEAN COUNTY VOCATIONAL,Q. COUNTY VOC,OCEANOCEAN COUNTY VOCATIONALQ. COUNTY VOC,2012,24693067,1661.8,14859
OCEAN,OCEAN GATE BORO,A. K-6|K-6,OCEANOCEAN GATE BOROA. K-6|K-6,2012,2929965,154.8,18931
OCEAN,OCEAN TWP,H. K-12|K-6,OCEANOCEAN TWPH. K-12|K-6,2012,17839012,967.2,18445
OCEAN,PINELANDS REGIONAL,"F. G7-12|7-12,9-12","OCEANPINELANDS REGIONALF. G7-12|7-12,9-12",2012,34594779,1726.7,20035
OCEAN,PLUMSTED TWP,"L. K-12|K-12,0-1800","OCEANPLUMSTED TWPL. K-12|K-12,0-1800",2012,28101700,1627.2,17270
OCEAN,POINT PLEASANT BEACH,"L. K-12|K-12,0-1800","OCEANPOINT PLEASANT BEACHL. K-12|K-12,0-1800",2012,15667237,885.7,17688
OCEAN,POINT PLEASANT BORO,"M. K-12|K-12,1800-3500","OCEANPOINT PLEASANT BOROM. K-12|K-12,1800-3500",2012,40940407,2981,13734
OCEAN,SEASIDE HEIGHTS BORO,A. K-6|K-6,OCEANSEASIDE HEIGHTS BOROA. K-6|K-6,2012,4354994,226.3,19242
OCEAN,SOUTHERN REGIONAL,"F. G7-12|7-12,9-12","OCEANSOUTHERN REGIONALF. G7-12|7-12,9-12",2012,57200468,2989.5,19134
OCEAN,STAFFORD TWP,A. K-6|K-6,OCEANSTAFFORD TWPA. K-6|K-6,2012,39161786,2320.2,16879
OCEAN,TOMS RIVER REGIONAL,"N. K-12|K-12,3500+","OCEANTOMS RIVER REGIONALN. K-12|K-12,3500+",2012,236106589,16898.9,13972
OCEAN,TUCKERTON BORO,A. K-6|K-6,OCEANTUCKERTON BOROA. K-6|K-6,2012,5316577,347.8,15286
PASSAIC,BLOOMINGDALE BORO,"J. K-12|K-8,401-750","PASSAICBLOOMINGDALE BOROJ. K-12|K-8,401-750",2012,17492881,915.9,19099
PASSAIC,CLASSICAL ACADEMY CHARTER SCHOOL OF CLIF,O. CHARTER,PASSAICCLASSICAL ACADEMY CHARTER SCHOOL OF CLIFO. CHARTER,2012,922069,116.2,7935
PASSAIC,CLIFTON CITY,"N. K-12|K-12,3500+","PASSAICCLIFTON CITYN. K-12|K-12,3500+",2012,160376772,11040.4,14526
PASSAIC,COMMUNITY CHARTER SCHOOL OF PATERSON,O. CHARTER,PASSAICCOMMUNITY CHARTER SCHOOL OF PATERSONO. CHARTER,2012,7824757,474.5,16491
PASSAIC,HALEDON BORO,"E. K-8|K-8,751+","PASSAICHALEDON BOROE. K-8|K-8,751+",2012,14251016,1045.8,13627
PASSAIC,HAWTHORNE BORO,"M. K-12|K-12,1800-3500","PASSAICHAWTHORNE BOROM. K-12|K-12,1800-3500",2012,40225171,2456.6,16374
PASSAIC,JOHN P. HOLLAND CHARTER SCHOOL,O. CHARTER,PASSAICJOHN P. HOLLAND CHARTER SCHOOLO. CHARTER,2012,2187946,168.6,12977
PASSAIC,LAKELAND REGIONAL,"G. G9-12|7-12,9-12","PASSAICLAKELAND REGIONALG. G9-12|7-12,9-12",2012,22286866,1130.4,19716
PASSAIC,LITTLE FALLS TWP,"E. K-8|K-8,751+","PASSAICLITTLE FALLS TWPE. K-8|K-8,751+",2012,14641585,924.4,15839
PASSAIC,NORTH HALEDON BORO,"D. K-8|K-8,401-750","PASSAICNORTH HALEDON BOROD. K-8|K-8,401-750",2012,11403866,707.2,16126
PASSAIC,PASSAIC ARTS & SCIENCE CHARTER SCHOOL,O. CHARTER,PASSAICPASSAIC ARTS & SCIENCE CHARTER SCHOOLO. CHARTER,2012,4274409,357.8,11946
PASSAIC,PASSAIC CITY,"N. K-12|K-12,3500+","PASSAICPASSAIC CITYN. K-12|K-12,3500+",2012,285433572,14022.6,20355
PASSAIC,PASSAIC CO MANCHESTER REG,"G. G9-12|7-12,9-12","PASSAICPASSAIC CO MANCHESTER REGG. G9-12|7-12,9-12",2012,18094018,893,20263
PASSAIC,PASSAIC COUNTY VOCATIONAL,Q. COUNTY VOC,PASSAICPASSAIC COUNTY VOCATIONALQ. COUNTY VOC,2012,77983439,3237.5,24088
PASSAIC,PASSAIC VALLEY REGIONAL,"G. G9-12|7-12,9-12","PASSAICPASSAIC VALLEY REGIONALG. G9-12|7-12,9-12",2012,25088960,1371,18300
PASSAIC,PATERSON ARTS AND SCIENCE CHARTER SCHOOL,O. CHARTER,PASSAICPATERSON ARTS AND SCIENCE CHARTER SCHOOLO. CHARTER,2012,,,
PASSAIC,PATERSON CHARTER SCHOOL FOR SCIENCE AND,O. CHARTER,PASSAICPATERSON CHARTER SCHOOL FOR SCIENCE ANDO. CHARTER,2012,16691597,1037.7,16085
PASSAIC,PATERSON CITY,"N. K-12|K-12,3500+","PASSAICPATERSON CITYN. K-12|K-12,3500+",2012,552325971,28174.4,19604
PASSAIC,POMPTON LAKES BORO,"L. K-12|K-12,0-1800","PASSAICPOMPTON LAKES BOROL. K-12|K-12,0-1800",2012,31982672,1700.6,18806
PASSAIC,PROSPECT PARK BORO,"E. K-8|K-8,751+","PASSAICPROSPECT PARK BOROE. K-8|K-8,751+",2012,12661631,908.6,13935
PASSAIC,RINGWOOD BORO,"E. K-8|K-8,751+","PASSAICRINGWOOD BOROE. K-8|K-8,751+",2012,22514813,1276.8,17634
PASSAIC,TOTOWA BORO,"E. K-8|K-8,751+","PASSAICTOTOWA BOROE. K-8|K-8,751+",2012,15831606,997.2,15876
PASSAIC,WANAQUE BORO,"E. K-8|K-8,751+","PASSAICWANAQUE BOROE. K-8|K-8,751+",2012,17901083,956.1,18723
PASSAIC,WAYNE TWP,"N. K-12|K-12,3500+","PASSAICWAYNE TWPN. K-12|K-12,3500+",2012,151003523,8631.9,17494
PASSAIC,WEST MILFORD TWP,"N. K-12|K-12,3500+","PASSAICWEST MILFORD TWPN. K-12|K-12,3500+",2012,73006440,3882.3,18805
PASSAIC,WOODLAND PARK,"E. K-8|K-8,751+","PASSAICWOODLAND PARKE. K-8|K-8,751+",2012,16936344,1142.1,14829
SALEM,ALLOWAY TWP,"I. K-12|K-8,0-400","SALEMALLOWAY TWPI. K-12|K-8,0-400",2012,8395815,598.5,14028
SALEM,ELSINBORO TWP,"I. K-12|K-8,0-400","SALEMELSINBORO TWPI. K-12|K-8,0-400",2012,2132502,121.6,17543
SALEM,LOWER ALLOWAYS CREEK,"I. K-12|K-8,0-400","SALEMLOWER ALLOWAYS CREEKI. K-12|K-8,0-400",2012,4818072,226.5,21275
SALEM,MANNINGTON TWP,"I. K-12|K-8,0-400","SALEMMANNINGTON TWPI. K-12|K-8,0-400",2012,3597411,188.3,19104
SALEM,OLDMANS TWP,"I. K-12|K-8,0-400","SALEMOLDMANS TWPI. K-12|K-8,0-400",2012,4771785,275.9,17296
SALEM,PENNS GRV-CARNEY'S PT REG,"M. K-12|K-12,1800-3500","SALEMPENNS GRV-CARNEY'S PT REGM. K-12|K-12,1800-3500",2012,40796739,2314.7,17625
SALEM,PENNSVILLE,"L. K-12|K-12,0-1800","SALEMPENNSVILLEL. K-12|K-12,0-1800",2012,30493636,1807.8,16867
SALEM,PITTSGROVE TWP,"L. K-12|K-12,0-1800","SALEMPITTSGROVE TWPL. K-12|K-12,0-1800",2012,28686106,1773.3,16176
SALEM,QUINTON TWP,"I. K-12|K-8,0-400","SALEMQUINTON TWPI. K-12|K-8,0-400",2012,7000567,438.1,15979
SALEM,SALEM CITY,"L. K-12|K-12,0-1800","SALEMSALEM CITYL. K-12|K-12,0-1800",2012,27876218,1302,21411
SALEM,SALEM CO SPECIAL SERVICE,P. CSSD,SALEMSALEM CO SPECIAL SERVICEP. CSSD,2012,6070666,161.2,37651
SALEM,SALEM COUNTY VOCATIONAL,Q. COUNTY VOC,SALEMSALEM COUNTY VOCATIONALQ. COUNTY VOC,2012,9223395,711,12972
SALEM,UPPER PITTSGROVE TWP,"I. K-12|K-8,0-400","SALEMUPPER PITTSGROVE TWPI. K-12|K-8,0-400",2012,8233191,534.1,15416
SALEM,WOODSTOWN-PILESGROVE REG,"L. K-12|K-12,0-1800","SALEMWOODSTOWN-PILESGROVE REGL. K-12|K-12,0-1800",2012,23025181,1712.4,13446
SOMERSET,BEDMINSTER TWP,"J. K-12|K-8,401-750","SOMERSETBEDMINSTER TWPJ. K-12|K-8,401-750",2012,16711856,823.4,20296
SOMERSET,BERNARDS TWP,"N. K-12|K-12,3500+","SOMERSETBERNARDS TWPN. K-12|K-12,3500+",2012,94997069,5716.5,16618
SOMERSET,BOUND BROOK BORO,"L. K-12|K-12,0-1800","SOMERSETBOUND BROOK BOROL. K-12|K-12,0-1800",2012,24923547,1553.5,16043
SOMERSET,BRANCHBURG TWP,"K. K-12|K-8,751+","SOMERSETBRANCHBURG TWPK. K-12|K-8,751+",2012,43895984,2522.1,17405
SOMERSET,BRIDGEWATER-RARITAN REG,"N. K-12|K-12,3500+","SOMERSETBRIDGEWATER-RARITAN REGN. K-12|K-12,3500+",2012,145927288,8803.5,16576
SOMERSET,CENTRAL JERSEY PREP CHARTER SCHOOL,O. CHARTER,SOMERSETCENTRAL JERSEY PREP CHARTER SCHOOLO. CHARTER,2012,4141863,312.7,13245
SOMERSET,FRANKLIN TWP,"N. K-12|K-12,3500+","SOMERSETFRANKLIN TWPN. K-12|K-12,3500+",2012,147406296,7988.7,18452
SOMERSET,GREEN BROOK TWP,"K. K-12|K-8,751+","SOMERSETGREEN BROOK TWPK. K-12|K-8,751+",2012,23557978,1371.4,17178
SOMERSET,HILLSBOROUGH TWP,"N. K-12|K-12,3500+","SOMERSETHILLSBOROUGH TWPN. K-12|K-12,3500+",2012,122325726,7412.3,16503
SOMERSET,MANVILLE BORO,"L. K-12|K-12,0-1800","SOMERSETMANVILLE BOROL. K-12|K-12,0-1800",2012,21286085,1320,16126
SOMERSET,MONTGOMERY TWP,"N. K-12|K-12,3500+","SOMERSETMONTGOMERY TWPN. K-12|K-12,3500+",2012,83718839,5092.5,16440
SOMERSET,NORTH PLAINFIELD BORO,"M. K-12|K-12,1800-3500","SOMERSETNORTH PLAINFIELD BOROM. K-12|K-12,1800-3500",2012,59403510,3426,17339
SOMERSET,SOMERSET CO VOCATIONAL,Q. COUNTY VOC,SOMERSETSOMERSET CO VOCATIONALQ. COUNTY VOC,2012,15626466,499.7,31271
SOMERSET,SOMERSET HILLS REGIONAL,"M. K-12|K-12,1800-3500","SOMERSETSOMERSET HILLS REGIONALM. K-12|K-12,1800-3500",2012,40557006,2050,19784
SOMERSET,SOMERVILLE BORO,"M. K-12|K-12,1800-3500","SOMERSETSOMERVILLE BOROM. K-12|K-12,1800-3500",2012,42850203,2458,17433
SOMERSET,SOUTH BOUND BROOK,"J. K-12|K-8,401-750","SOMERSETSOUTH BOUND BROOKJ. K-12|K-8,401-750",2012,9567805,587.4,16289
SOMERSET,THOMAS EDISON ENERGYSMART CHARTER SCHOOL,O. CHARTER,SOMERSETTHOMAS EDISON ENERGYSMART CHARTER SCHOOLO. CHARTER,2012,,,
SOMERSET,WARREN TWP,"E. K-8|K-8,751+","SOMERSETWARREN TWPE. K-8|K-8,751+",2012,40777398,2112.2,19305
SOMERSET,WATCHUNG BORO,"D. K-8|K-8,401-750","SOMERSETWATCHUNG BOROD. K-8|K-8,401-750",2012,13123346,686.3,19123
SOMERSET,WATCHUNG HILLS REGIONAL,"G. G9-12|7-12,9-12","SOMERSETWATCHUNG HILLS REGIONALG. G9-12|7-12,9-12",2012,41977495,2088.8,20097
SUSSEX,ANDOVER REG,"J. K-12|K-8,401-750","SUSSEXANDOVER REGJ. K-12|K-8,401-750",2012,16312546,885.9,18414
SUSSEX,BYRAM TWP,"E. K-8|K-8,751+","SUSSEXBYRAM TWPE. K-8|K-8,751+",2012,15696114,1040.6,15084
