County,District,Budget Type/Operating Group,Concat,Year,Total Spend,Avg Number Students,Avg Spend per Student
SUSSEX,FRANKFORD TWP,"D. K-8|K-8,401-750","SUSSEXFRANKFORD TWPD. K-8|K-8,401-750",2012,11910019,583.7,20404
SUSSEX,FRANKLIN BORO,"D. K-8|K-8,401-750","SUSSEXFRANKLIN BOROD. K-8|K-8,401-750",2012,8474747,502.6,16863
SUSSEX,FREDON TWP,A. K-6|K-6,SUSSEXFREDON TWPA. K-6|K-6,2012,5539571,326.1,16988
SUSSEX,GREEN TWP,"J. K-12|K-8,401-750","SUSSEXGREEN TWPJ. K-12|K-8,401-750",2012,11139201,654.5,17020
SUSSEX,HAMBURG BORO,"C. K-8|K-8,0-400","SUSSEXHAMBURG BOROC. K-8|K-8,0-400",2012,5803285,277.7,20901
SUSSEX,HAMPTON TWP,A. K-6|K-6,SUSSEXHAMPTON TWPA. K-6|K-6,2012,7077568,397.1,17825
SUSSEX,HARDYSTON TWP,"D. K-8|K-8,401-750","SUSSEXHARDYSTON TWPD. K-8|K-8,401-750",2012,,,
SUSSEX,HIGH POINT REGIONAL,"G. G9-12|7-12,9-12","SUSSEXHIGH POINT REGIONALG. G9-12|7-12,9-12",2012,24989574,1112.1,22470
SUSSEX,HOPATCONG,"L. K-12|K-12,0-1800","SUSSEXHOPATCONGL. K-12|K-12,0-1800",2012,39740352,2035.3,19525
SUSSEX,KITTATINNY REGIONAL,"F. G7-12|7-12,9-12","SUSSEXKITTATINNY REGIONALF. G7-12|7-12,9-12",2012,21360110,1111.4,19220
SUSSEX,LAFAYETTE TWP,"C. K-8|K-8,0-400","SUSSEXLAFAYETTE TWPC. K-8|K-8,0-400",2012,5003881,255.4,19591
SUSSEX,LENAPE VALLEY REGIONAL,"G. G9-12|7-12,9-12","SUSSEXLENAPE VALLEY REGIONALG. G9-12|7-12,9-12",2012,15081650,824.4,18295
SUSSEX,MONTAGUE TWP,"I. K-12|K-8,0-400","SUSSEXMONTAGUE TWPI. K-12|K-8,0-400",2012,8266408,402.2,20553
SUSSEX,NEWTON TOWN,"L. K-12|K-12,0-1800","SUSSEXNEWTON TOWNL. K-12|K-12,0-1800",2012,27084675,1521.8,17798
SUSSEX,OGDENSBURG BORO,"C. K-8|K-8,0-400","SUSSEXOGDENSBURG BOROC. K-8|K-8,0-400",2012,4717914,304.2,15508
SUSSEX,SANDYSTON-WALPACK TWP,A. K-6|K-6,SUSSEXSANDYSTON-WALPACK TWPA. K-6|K-6,2012,2895985,146.3,19791
SUSSEX,SPARTA TWP,"M. K-12|K-12,1800-3500","SUSSEXSPARTA TWPM. K-12|K-12,1800-3500",2012,68137891,3453,19733
SUSSEX,STANHOPE BORO,"C. K-8|K-8,0-400","SUSSEXSTANHOPE BOROC. K-8|K-8,0-400",2012,5942683,360.3,16494
SUSSEX,STILLWATER TWP,A. K-6|K-6,SUSSEXSTILLWATER TWPA. K-6|K-6,2012,6490777,365,17785
SUSSEX,SUSSEX COUNTY CHARTER SCHOOL FOR TECHNOL,O. CHARTER,SUSSEXSUSSEX COUNTY CHARTER SCHOOL FOR TECHNOLO. CHARTER,2012,2820379,199.6,14130
SUSSEX,SUSSEX COUNTY VOCATIONAL,Q. COUNTY VOC,SUSSEXSUSSEX COUNTY VOCATIONALQ. COUNTY VOC,2012,15152844,651.6,23253
SUSSEX,SUSSEX-WANTAGE REGIONAL,"E. K-8|K-8,751+","SUSSEXSUSSEX-WANTAGE REGIONALE. K-8|K-8,751+",2012,24444123,1388.5,17605
SUSSEX,VERNON TWP,"M. K-12|K-12,1800-3500","SUSSEXVERNON TWPM. K-12|K-12,1800-3500",2012,,,
SUSSEX,WALLKILL VALLEY REGIONAL,"G. G9-12|7-12,9-12","SUSSEXWALLKILL VALLEY REGIONALG. G9-12|7-12,9-12",2012,16165715,731,22115
UNION,BERKELEY HEIGHTS TWP,"M. K-12|K-12,1800-3500","UNIONBERKELEY HEIGHTS TWPM. K-12|K-12,1800-3500",2012,45663645,2810.1,16250
UNION,CENTRAL JERSEY ARTS CHARTER SCHOOL,O. CHARTER,UNIONCENTRAL JERSEY ARTS CHARTER SCHOOLO. CHARTER,2012,5574999,372.9,14950
UNION,CLARK TWP,"M. K-12|K-12,1800-3500","UNIONCLARK TWPM. K-12|K-12,1800-3500",2012,36353147,2343.1,15515
UNION,CRANFORD TWP,"N. K-12|K-12,3500+","UNIONCRANFORD TWPN. K-12|K-12,3500+",2012,59315997,3936.5,15068
UNION,ELIZABETH CITY,"N. K-12|K-12,3500+","UNIONELIZABETH CITYN. K-12|K-12,3500+",2012,530986531,24640.3,21550
UNION,GARWOOD BORO,"I. K-12|K-8,0-400","UNIONGARWOOD BOROI. K-12|K-8,0-400",2012,8460095,537,15756
UNION,HILLSIDE TWP,"M. K-12|K-12,1800-3500","UNIONHILLSIDE TWPM. K-12|K-12,1800-3500",2012,54198715,3174.7,17072
UNION,KENILWORTH BORO,"L. K-12|K-12,0-1800","UNIONKENILWORTH BOROL. K-12|K-12,0-1800",2012,23585331,1385.7,17020
UNION,LINDEN CITY,"N. K-12|K-12,3500+","UNIONLINDEN CITYN. K-12|K-12,3500+",2012,110598298,6055.1,18265
UNION,MOUNTAINSIDE BORO,"J. K-12|K-8,401-750","UNIONMOUNTAINSIDE BOROJ. K-12|K-8,401-750",2012,,,
UNION,NEW PROVIDENCE BORO,"M. K-12|K-12,1800-3500","UNIONNEW PROVIDENCE BOROM. K-12|K-12,1800-3500",2012,36948523,2267,16299
UNION,PLAINFIELD CITY,"N. K-12|K-12,3500+","UNIONPLAINFIELD CITYN. K-12|K-12,3500+",2012,161679991,8091.3,19982
UNION,QUEEN CITY ACADEMY CHARTER SCHOOL,O. CHARTER,UNIONQUEEN CITY ACADEMY CHARTER SCHOOLO. CHARTER,2012,3519816,245,14367
UNION,RAHWAY CITY,"N. K-12|K-12,3500+","UNIONRAHWAY CITYN. K-12|K-12,3500+",2012,66235006,3868,17124
UNION,ROSELLE BORO,"M. K-12|K-12,1800-3500","UNIONROSELLE BOROM. K-12|K-12,1800-3500",2012,55659864,2781.9,20008
UNION,ROSELLE PARK BORO,"M. K-12|K-12,1800-3500","UNIONROSELLE PARK BOROM. K-12|K-12,1800-3500",2012,33383124,1989.4,16780
UNION,SCOTCH PLAINS-FANWOOD REG,"N. K-12|K-12,3500+","UNIONSCOTCH PLAINS-FANWOOD REGN. K-12|K-12,3500+",2012,84511278,5575,15159
UNION,SPRINGFIELD TWP,"M. K-12|K-12,1800-3500","UNIONSPRINGFIELD TWPM. K-12|K-12,1800-3500",2012,39106823,2207.2,17718
UNION,SUMMIT CITY,"N. K-12|K-12,3500+","UNIONSUMMIT CITYN. K-12|K-12,3500+",2012,74461454,4099.4,18164
UNION,THE BARACK OBAMA GREEN CHARTER HIGH SCHO,O. CHARTER,UNIONTHE BARACK OBAMA GREEN CHARTER HIGH SCHOO. CHARTER,2012,2531401,162.9,15540
UNION,UNION COUNTY TEAMS CHARTER SCHOOL,O. CHARTER,UNIONUNION COUNTY TEAMS CHARTER SCHOOLO. CHARTER,2012,3786998,276.9,13676
UNION,UNION COUNTY VOCATIONAL,Q. COUNTY VOC,UNIONUNION COUNTY VOCATIONALQ. COUNTY VOC,2012,26763905,1541.5,17362
UNION,UNION TWP,"N. K-12|K-12,3500+","UNIONUNION TWPN. K-12|K-12,3500+",2012,120158462,7629.2,15750
UNION,WESTFIELD TOWN,"N. K-12|K-12,3500+","UNIONWESTFIELD TOWNN. K-12|K-12,3500+",2012,99079528,6364.9,15567
UNION,WINFIELD TWP,"I. K-12|K-8,0-400","UNIONWINFIELD TWPI. K-12|K-8,0-400",2012,3500621,181,19337
WARREN,ALLAMUCHY TWP,"J. K-12|K-8,401-750","WARRENALLAMUCHY TWPJ. K-12|K-8,401-750",2012,9562337,551,17356
WARREN,ALPHA BORO,"I. K-12|K-8,0-400","WARRENALPHA BOROI. K-12|K-8,0-400",2012,5229585,377.4,13857
WARREN,BELVIDERE TOWN,"L. K-12|K-12,0-1800","WARRENBELVIDERE TOWNL. K-12|K-12,0-1800",2012,12563179,811.3,15485
WARREN,BLAIRSTOWN TWP,A. K-6|K-6,WARRENBLAIRSTOWN TWPA. K-6|K-6,2012,9151160,600.8,15232
WARREN,FRANKLIN TWP,A. K-6|K-6,WARRENFRANKLIN TWPA. K-6|K-6,2012,5585536,288.2,19384
WARREN,FRELINGHUYSEN TWP,A. K-6|K-6,WARRENFRELINGHUYSEN TWPA. K-6|K-6,2012,2889517,168.1,17188
WARREN,GREAT MEADOWS REGIONAL,"K. K-12|K-8,751+","WARRENGREAT MEADOWS REGIONALK. K-12|K-8,751+",2012,20312152,1278.7,15885
WARREN,GREENWICH TWP,"K. K-12|K-8,751+","WARRENGREENWICH TWPK. K-12|K-8,751+",2012,15752340,1233.7,12768
WARREN,HACKETTSTOWN,"M. K-12|K-12,1800-3500","WARRENHACKETTSTOWNM. K-12|K-12,1800-3500",2012,30697662,1804.7,17010
WARREN,HARMONY TWP,"I. K-12|K-8,0-400","WARRENHARMONY TWPI. K-12|K-8,0-400",2012,6964259,399.6,17429
WARREN,HOPE TWP,"I. K-12|K-8,0-400","WARRENHOPE TWPI. K-12|K-8,0-400",2012,4839917,271.5,17824
WARREN,KNOWLTON TWP,A. K-6|K-6,WARRENKNOWLTON TWPA. K-6|K-6,2012,4993285,270.8,18440
WARREN,LOPATCONG TWP,"K. K-12|K-8,751+","WARRENLOPATCONG TWPK. K-12|K-8,751+",2012,16918798,1270.9,13312
WARREN,MANSFIELD TWP,A. K-6|K-6,WARRENMANSFIELD TWPA. K-6|K-6,2012,9560821,718.8,13301
WARREN,NORTH WARREN REGIONAL,"F. G7-12|7-12,9-12","WARRENNORTH WARREN REGIONALF. G7-12|7-12,9-12",2012,17525888,1023.2,17128
WARREN,OXFORD TWP,"I. K-12|K-8,0-400","WARRENOXFORD TWPI. K-12|K-8,0-400",2012,6823235,389.7,17510
WARREN,PHILLIPSBURG TOWN,"N. K-12|K-12,3500+","WARRENPHILLIPSBURG TOWNN. K-12|K-12,3500+",2012,72008972,3714.4,19386
WARREN,POHATCONG TWP,"I. K-12|K-8,0-400","WARRENPOHATCONG TWPI. K-12|K-8,0-400",2012,8148511,495.3,16451
WARREN,RIDGE AND VALLEY CHARTER SCHOOL,O. CHARTER,WARRENRIDGE AND VALLEY CHARTER SCHOOLO. CHARTER,2012,2089870,121.9,17144
WARREN,WARREN CO SPECIAL SERVICE,P. CSSD,WARRENWARREN CO SPECIAL SERVICEP. CSSD,2012,1663501,31.1,53491
WARREN,WARREN COUNTY VOCATIONAL,Q. COUNTY VOC,WARRENWARREN COUNTY VOCATIONALQ. COUNTY VOC,2012,10146159,443.1,22901
WARREN,WARREN HILLS REGIONAL,"F. G7-12|7-12,9-12","WARRENWARREN HILLS REGIONALF. G7-12|7-12,9-12",2012,35244617,1908.4,18468
WARREN,WASHINGTON BORO,A. K-6|K-6,WARRENWASHINGTON BOROA. K-6|K-6,2012,7915239,561.3,14103
WARREN,WASHINGTON TWP,A. K-6|K-6,WARRENWASHINGTON TWPA. K-6|K-6,2012,9047200,597.2,15150
WARREN,WHITE TWP,"I. K-12|K-8,0-400","WARRENWHITE TWPI. K-12|K-8,0-400",2012,9102408,520.9,17474
ATLANTIC,MULLICA TWP,"D. K-8|K-8,401-750","ATLANTICMULLICA TWPD. K-8|K-8,401-750",2012,11734865,719.5,16310
BERGEN,BERGENFIELD BORO,"N. K-12|K-12,3500+","BERGENBERGENFIELD BORON. K-12|K-12,3500+",2012,62116576,3545.8,17518
BERGEN,OLD TAPPAN BORO,"E. K-8|K-8,751+","BERGENOLD TAPPAN BOROE. K-8|K-8,751+",2012,13301326,797.6,16676
CAMDEN,MAGNOLIA BORO,"C. K-8|K-8,0-400","CAMDENMAGNOLIA BOROC. K-8|K-8,0-400",2012,6955388,448.9,15494
CAMDEN,WOODLYNNE BORO,"J. K-12|K-8,401-750","CAMDENWOODLYNNE BOROJ. K-12|K-8,401-750",2012,9879334,638.3,15476
HUNTERDON,BETHLEHEM TWP,"D. K-8|K-8,401-750","HUNTERDONBETHLEHEM TWPD. K-8|K-8,401-750",2012,9567412,503.3,19009
HUNTERDON,CLINTON TOWN - GLEN GARDNER,"C. K-8|K-8,0-400","HUNTERDONCLINTON TOWN - GLEN GARDNERC. K-8|K-8,0-400",2012,8568248,496.1,17270
HUNTERDON,DELAWARE TWP,"D. K-8|K-8,401-750","HUNTERDONDELAWARE TWPD. K-8|K-8,401-750",2012,9376884,427.4,21941
HUNTERDON,EAST AMWELL TWP,"D. K-8|K-8,401-750","HUNTERDONEAST AMWELL TWPD. K-8|K-8,401-750",2012,8231429,448.2,18364
HUNTERDON,LAMBERTVILLE CITY,A. K-6|K-6,HUNTERDONLAMBERTVILLE CITYA. K-6|K-6,2012,3545203,208.3,17022
HUNTERDON,SOUTH HUNTERDON REGIONAL,"F. G7-12|7-12,9-12","HUNTERDONSOUTH HUNTERDON REGIONALF. G7-12|7-12,9-12",2012,11030808,375.2,29397
HUNTERDON,STOCKTON BORO,A. K-6|K-6,HUNTERDONSTOCKTON BOROA. K-6|K-6,2012,928428,47.3,19610
HUNTERDON,WEST AMWELL TWP,A. K-6|K-6,HUNTERDONWEST AMWELL TWPA. K-6|K-6,2012,4439099,248.3,17875
MERCER,PRINCETON REGIONAL,"M. K-12|K-12,1800-3500","MERCERPRINCETON REGIONALM. K-12|K-12,1800-3500",2012,80234053,3430.8,23386
MIDDLESEX,SOUTH PLAINFIELD BORO,"M. K-12|K-12,1800-3500","MIDDLESEXSOUTH PLAINFIELD BOROM. K-12|K-12,1800-3500",2012,56336818,3669.1,15354
MIDDLESEX,SPOTSWOOD,"L. K-12|K-12,0-1800","MIDDLESEXSPOTSWOODL. K-12|K-12,0-1800",2012,28252136,1803.5,15665
OCEAN,LAKEHURST BORO,"J. K-12|K-8,401-750","OCEANLAKEHURST BOROJ. K-12|K-8,401-750",2012,9173426,581.6,15774
SUSSEX,HARDYSTON TWP,"E. K-8|K-8,751+","SUSSEXHARDYSTON TWPE. K-8|K-8,751+",2012,12672558,751,16874
SUSSEX,VERNON TWP,"N. K-12|K-12,3500+","SUSSEXVERNON TWPN. K-12|K-12,3500+",2012,76742789,3769.9,20357
UNION,MOUNTAINSIDE BORO,"K. K-12|K-8,751+","UNIONMOUNTAINSIDE BOROK. K-12|K-8,751+",2012,15811509,1096.2,14425
ATLANTIC,ATLANTIC CITY COMMUNITY CHARTER SCHOOL,O. CHARTER,ATLANTICATLANTIC CITY COMMUNITY CHARTER SCHOOLO. CHARTER,2012,,,
ATLANTIC,CHARTER~TECH HIGH SCHOOL,O. CHARTER,ATLANTICCHARTER~TECH HIGH SCHOOLO. CHARTER,2012,,,
ATLANTIC,INTERNATIONAL ACADEMY OF ATLANTIC CITY C,O. CHARTER,ATLANTICINTERNATIONAL ACADEMY OF ATLANTIC CITY CO. CHARTER,2012,,,
ATLANTIC,MARGATE CITY,"I. K-12|K-8,0-400","ATLANTICMARGATE CITYI. K-12|K-8,0-400",2012,,,
ATLANTIC,VENTNOR CITY,"J. K-12|K-8,401-750","ATLANTICVENTNOR CITYJ. K-12|K-8,401-750",2012,,,
BERGEN,BERGEN ARTS AND SCIENCES CHARTER SCHOOL,O. CHARTER,BERGENBERGEN ARTS AND SCIENCES CHARTER SCHOOLO. CHARTER,2012,,,
BERGEN,CRESSKILL BORO,"M. K-12|K-12,1800-3500","BERGENCRESSKILL BOROM. K-12|K-12,1800-3500",2012,,,
BERGEN,ENGLEWOOD ON THE PALISAD,O. CHARTER,BERGENENGLEWOOD ON THE PALISADO. CHARTER,2012,,,
BERGEN,TEANECK COMMUNITY CS,O. CHARTER,BERGENTEANECK COMMUNITY CSO. CHARTER,2012,,,
BURLINGTON,BENJAMIN BANNEKER PREP CS,O. CHARTER,BURLINGTONBENJAMIN BANNEKER PREP CSO. CHARTER,2012,,,
BURLINGTON,RIVERBANK CHARTER SCHOOL,O. CHARTER,BURLINGTONRIVERBANK CHARTER SCHOOLO. CHARTER,2012,,,
BURLINGTON,TABERNACLE TWP,"D. K-8|K-8,401-750","BURLINGTONTABERNACLE TWPD. K-8|K-8,401-750",2012,,,
CAMDEN,CAMDEN COMMUNITY,O. CHARTER,CAMDENCAMDEN COMMUNITYO. CHARTER,2012,,,
CAMDEN,CAMDEN PREP,O. CHARTER,CAMDENCAMDEN PREPO. CHARTER,2012,,,
CAMDEN,ECO CHARTER SCHOOL,O. CHARTER,CAMDENECO CHARTER SCHOOLO. CHARTER,2012,,,
CAMDEN,FREEDOM PREP CHARTER SCHOOL,O. CHARTER,CAMDENFREEDOM PREP CHARTER SCHOOLO. CHARTER,2012,,,
CAMDEN,HOPE COMMUNITY CS,O. CHARTER,CAMDENHOPE COMMUNITY CSO. CHARTER,2012,,,
CAMDEN,KINGDOM CS OF LEADERSHIP,O. CHARTER,CAMDENKINGDOM CS OF LEADERSHIPO. CHARTER,2012,,,
CAMDEN,KIPP COOPER NORCROSS,O. CHARTER,CAMDENKIPP COOPER NORCROSSO. CHARTER,2012,,,
CAMDEN,LEAP ACADEMY UNIVERSITY,O. CHARTER,CAMDENLEAP ACADEMY UNIVERSITYO. CHARTER,2012,,,
CAMDEN,MASTERY SCHOOLS OF CAMDEN,O. CHARTER,CAMDENMASTERY SCHOOLS OF CAMDENO. CHARTER,2012,,,
CUMBERLAND,BRIDGETON PUBLIC CHARTER SCHOOL,O. CHARTER,CUMBERLANDBRIDGETON PUBLIC CHARTER SCHOOLO. CHARTER,2012,,,
CUMBERLAND,COMPASS ACADEMY CS,O. CHARTER,CUMBERLANDCOMPASS ACADEMY CSO. CHARTER,2012,,,
ESSEX,DISCOVERY CS,O. CHARTER,ESSEXDISCOVERY CSO. CHARTER,2012,,,
ESSEX,EAST ORANGE COMMUNITY CS,O. CHARTER,ESSEXEAST ORANGE COMMUNITY CSO. CHARTER,2012,,,
ESSEX,GRAY CS,O. CHARTER,ESSEXGRAY CSO. CHARTER,2012,,,
ESSEX,LADY LIBERTY ACADEMY CS,O. CHARTER,ESSEXLADY LIBERTY ACADEMY CSO. CHARTER,2012,,,
ESSEX,LINK COMMUNITY CHARTER SCHOOL,O. CHARTER,ESSEXLINK COMMUNITY CHARTER SCHOOLO. CHARTER,2012,,,
ESSEX,MARIA L. VARISCO-ROGERS,O. CHARTER,ESSEXMARIA L. VARISCO-ROGERSO. CHARTER,2012,,,
ESSEX,MARION P. THOMAS CS,O. CHARTER,ESSEXMARION P. THOMAS CSO. CHARTER,2012,,,
ESSEX,MERIT PREP CS OF NEWARK,O. CHARTER,ESSEXMERIT PREP CS OF NEWARKO. CHARTER,2012,,,
ESSEX,NEW HORIZONS COMM. CS,O. CHARTER,ESSEXNEW HORIZONS COMM. CSO. CHARTER,2012,,,
ESSEX,NEWARK EDUCATORS COMMUNITY CHARTER SCHOO,O. CHARTER,ESSEXNEWARK EDUCATORS COMMUNITY CHARTER SCHOOO. CHARTER,2012,,,
ESSEX,NORTH STAR ACADEMY CHARTER SCHOOL,O. CHARTER,ESSEXNORTH STAR ACADEMY CHARTER SCHOOLO. CHARTER,2012,,,
ESSEX,PAULO FREIRE CHARTER SCHOOL,O. CHARTER,ESSEXPAULO FREIRE CHARTER SCHOOLO. CHARTER,2012,,,
ESSEX,PEOPLES PREPARATORY CHARTER SCHOOL,O. CHARTER,ESSEXPEOPLES PREPARATORY CHARTER SCHOOLO. CHARTER,2012,,,
ESSEX,PHILLIP'S ACADEMY CS,O. CHARTER,ESSEXPHILLIP'S ACADEMY CSO. CHARTER,2012,,,
ESSEX,ROBERT TREAT ACADEMY CS,O. CHARTER,ESSEXROBERT TREAT ACADEMY CSO. CHARTER,2012,,,
ESSEX,ROSEVILLE COMMUNITY CS,O. CHARTER,ESSEXROSEVILLE COMMUNITY CSO. CHARTER,2012,,,
ESSEX,UNIVERSITY HEIGHTS CS,O. CHARTER,ESSEXUNIVERSITY HEIGHTS CSO. CHARTER,2012,,,
HUDSON,DR LENA EDWARDS ACADEMIC CHARTER SCHOOL,O. CHARTER,HUDSONDR LENA EDWARDS ACADEMIC CHARTER SCHOOLO. CHARTER,2012,,,
HUDSON,ELYSIAN CS OF HOBOKEN,O. CHARTER,HUDSONELYSIAN CS OF HOBOKENO. CHARTER,2012,,,
HUDSON,EMPOWERMENT ACADEMY,O. CHARTER,HUDSONEMPOWERMENT ACADEMYO. CHARTER,2012,,,
HUDSON,GREAT FUTURES CHARTER SCHOOL,O. CHARTER,HUDSONGREAT FUTURES CHARTER SCHOOLO. CHARTER,2012,,,
HUDSON,HOBOKEN CITY,"L. K-12|K-12,0-1800","HUDSONHOBOKEN CITYL. K-12|K-12,0-1800",2012,,,
HUDSON,HOBOKEN CS,O. CHARTER,HUDSONHOBOKEN CSO. CHARTER,2012,,,
HUDSON,HOLA HOBOKEN DUAL LANG CS,O. CHARTER,HUDSONHOLA HOBOKEN DUAL LANG CSO. CHARTER,2012,,,
HUDSON,JERSEY CITY COMM. CS,O. CHARTER,HUDSONJERSEY CITY COMM. CSO. CHARTER,2012,,,
HUDSON,JERSEY CITY GLOBAL CS,O. CHARTER,HUDSONJERSEY CITY GLOBAL CSO. CHARTER,2012,,,
HUDSON,LEARNING COMMUNITY CS,O. CHARTER,HUDSONLEARNING COMMUNITY CSO. CHARTER,2012,,,
HUDSON,M E T S CHARTER SCHOOL,O. CHARTER,HUDSONM E T S CHARTER SCHOOLO. CHARTER,2012,,,
HUDSON,SOARING HEIGHTS CS,O. CHARTER,HUDSONSOARING HEIGHTS CSO. CHARTER,2012,,,
HUDSON,UNIVERSITY ACADEMY CS,O. CHARTER,HUDSONUNIVERSITY ACADEMY CSO. CHARTER,2012,,,
HUNTERDON,SOUTH-HUNTERDON,"L. K-12|K-12,0-1800","HUNTERDONSOUTH-HUNTERDONL. K-12|K-12,0-1800",2012,,,
MERCER,FOUNDATION ACADEMY CS,O. CHARTER,MERCERFOUNDATION ACADEMY CSO. CHARTER,2012,,,
MERCER,INTERNATIONAL ACADEMY OF TRENTON CHARTER,O. CHARTER,MERCERINTERNATIONAL ACADEMY OF TRENTON CHARTERO. CHARTER,2012,,,
MERCER,INTERNATIONAL CHARTER SCHOOL,O. CHARTER,MERCERINTERNATIONAL CHARTER SCHOOLO. CHARTER,2012,,,
MERCER,PACE CS OF HAMILTON,O. CHARTER,MERCERPACE CS OF HAMILTONO. CHARTER,2012,,,
MERCER,PAUL ROBESON HUMANITIES CHARTER SCHOOL,O. CHARTER,MERCERPAUL ROBESON HUMANITIES CHARTER SCHOOLO. CHARTER,2012,,,
MERCER,PRINCETON CS,O. CHARTER,MERCERPRINCETON CSO. CHARTER,2012,,,
MERCER,TRENTON STEM-TO-CIVICS CS,O. CHARTER,MERCERTRENTON STEM-TO-CIVICS CSO. CHARTER,2012,,,
MERCER,VILLAGE CS,O. CHARTER,MERCERVILLAGE CSO. CHARTER,2012,,,
MIDDLESEX,ACADEMY FOR URBAN LEADERSHIP CHARTER SCH,O. CHARTER,MIDDLESEXACADEMY FOR URBAN LEADERSHIP CHARTER SCHO. CHARTER,2012,,,
MIDDLESEX,GREATER BRUNSWICK CS,O. CHARTER,MIDDLESEXGREATER BRUNSWICK CSO. CHARTER,2012,,,
MIDDLESEX,HATIKVAH INTERNATIONAL CS,O. CHARTER,MIDDLESEXHATIKVAH INTERNATIONAL CSO. CHARTER,2012,,,
MONMOUTH,HOPE ACADEMY CS,O. CHARTER,MONMOUTHHOPE ACADEMY CSO. CHARTER,2012,,,
MONMOUTH,THE RED BANK CS,O. CHARTER,MONMOUTHTHE RED BANK CSO. CHARTER,2012,,,
MONMOUTH,WALL TWP,"M. K-12|K-12,1800-3500","MONMOUTHWALL TWPM. K-12|K-12,1800-3500",2012,,,
MORRIS,UNITY CS,O. CHARTER,MORRISUNITY CSO. CHARTER,2012,,,
PASSAIC,CLASSICAL ACADEMY CHARTER SCHOOL,O. CHARTER,PASSAICCLASSICAL ACADEMY CHARTER SCHOOLO. CHARTER,2012,,,
PASSAIC,COMMUNITY CHARTER SCHOOL,O. CHARTER,PASSAICCOMMUNITY CHARTER SCHOOLO. CHARTER,2012,,,
PASSAIC,JOHN P HOLLAND CHARTER SCHOOL,O. CHARTER,PASSAICJOHN P HOLLAND CHARTER SCHOOLO. CHARTER,2012,,,
PASSAIC,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,O. CHARTER,PASSAICPASSAIC ARTS AND SCIENCE CHARTER SCHOOLO. CHARTER,2012,,,
PASSAIC,PATERSON ARTS & SCI. CS,O. CHARTER,PASSAICPATERSON ARTS & SCI. CSO. CHARTER,2012,,,
PASSAIC,PATERSON CS FOR SCI/TECH,O. CHARTER,PASSAICPATERSON CS FOR SCI/TECHO. CHARTER,2012,,,
PASSAIC,WEST MILFORD TWP,"M. K-12|K-12,1800-3500","PASSAICWEST MILFORD TWPM. K-12|K-12,1800-3500",2012,,,
SOMERSET,BOUND BROOK BORO,"M. K-12|K-12,1800-3500","SOMERSETBOUND BROOK BOROM. K-12|K-12,1800-3500",2012,,,
SOMERSET,CENTRAL JERSEY COLLEGE PREP CHARTER SCHO,O. CHARTER,SOMERSETCENTRAL JERSEY COLLEGE PREP CHARTER SCHOO. CHARTER,2012,,,
SUSSEX,SUSSEX COUNTY TECHNOLOGY CHARTER SCHOOL,O. CHARTER,SUSSEXSUSSEX COUNTY TECHNOLOGY CHARTER SCHOOLO. CHARTER,2012,,,
UNION,COLLEGE ACHIEVE CENTRAL,O. CHARTER,UNIONCOLLEGE ACHIEVE CENTRALO. CHARTER,2012,,,
UNION,QUEEN CITY ACADEMY CS,O. CHARTER,UNIONQUEEN CITY ACADEMY CSO. CHARTER,2012,,,
UNION,UNION COUNTY TEAMS CS,O. CHARTER,UNIONUNION COUNTY TEAMS CSO. CHARTER,2012,,,
WARREN,GREAT MEADOWS REGIONAL,"J. K-12|K-8,401-750","WARRENGREAT MEADOWS REGIONALJ. K-12|K-8,401-750",2012,,,
WARREN,GREENWICH TWP,"J. K-12|K-8,401-750","WARRENGREENWICH TWPJ. K-12|K-8,401-750",2012,,,
WARREN,RIDGE AND VALLEY CS,O. CHARTER,WARRENRIDGE AND VALLEY CSO. CHARTER,2012,,,
WARREN,LOPATCONG TWP,"J. K-12|K-8,401-750","WarrenLopatcong TwpJ. K-12|K-8,401-750",2012,,,
UNION,CRESTHAVEN ACADEMY CHART,O. CHARTER,UnionCresthaven Academy ChartO. Charter,2012,,,
SUSSEX,SUSSEX COUNTY TECHNOLOGY,O. CHARTER,SussexSussex County TechnologyO. Charter,2012,,,
SOMERSET,CENTRAL JERSEY COLLEGE P,O. CHARTER,SomersetCentral Jersey College PO. Charter,2012,,,
SOMERSET,THOMAS EDISON ENERGYSMAR,O. CHARTER,SomersetThomas Edison EnergysmarO. Charter,2012,,,
PASSAIC,CLASSICAL ACADEMY CHARTE,O. CHARTER,PassaicClassical Academy CharteO. Charter,2012,,,
PASSAIC,COLLEGE ACHIEVE PATERSON CHARTER,O. CHARTER,PassaicCollege Achieve Paterson CharterO. Charter,2012,,,
PASSAIC,JOHN P HOLLAND CHARTER S,O. CHARTER,PassaicJohn P Holland Charter SO. Charter,2012,,,
PASSAIC,PASSAIC ARTS AND SCIENCE,O. CHARTER,PassaicPassaic Arts And ScienceO. Charter,2012,,,
PASSAIC,PHILIP'S CHARTER SCHOOL,O. CHARTER,PassaicPhilip's Charter SchoolO. Charter,2012,,,
OCEAN,OCEAN ACADEMY CHARTER SCHOOL,O. CHARTER,OceanOcean Academy Charter SchoolO. Charter,2012,,,
OCEAN,SEASIDE PARK BORO,K-6|NON-OPERATING,OceanSeaside Park BoroK-6|Non-Operating,2012,,,
